judge,model,gt,dataset,prompt_id,rating,pred_length
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_65,3,229
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_66,4,182
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_67,3,177
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_68,3,249
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_69,4,141
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_71,3,122
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_72,3,127
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_73,3,145
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_74,3,116
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,cnn,cnn_75,3,170
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_76,3,142
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_77,3,103
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_78,3,108
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_79,3,217
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,2.333,cnn,cnn_80,3,168
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_81,4,127
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_82,3,198
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_83,3,129
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_84,3,128
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,cnn,cnn_85,3,118
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.5,cnn,cnn_86,3,126
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_87,4,129
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_88,3,96
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_89,3,124
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_90,3,202
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_91,3,115
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_92,3,141
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,cnn,cnn_93,3,152
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,cnn,cnn_94,3,204
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,cnn,cnn_95,3,237
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_96,3,127
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_97,4,146
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_98,3,160
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,cnn,cnn_99,3,102
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_0,1,252
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_1,4,143
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_2,3,163
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_3,4,105
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_4,4,59
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_5,3,117
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_6,3,53
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_7,4,48
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_8,3,59
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_9,3,99
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_10,3,124
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_11,3,113
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_12,3,140
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_13,4,85
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_14,4,136
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_15,3,121
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_16,3,82
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_17,3,124
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_18,3,87
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_19,3,101
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_20,4,60
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_21,3,208
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_22,3,107
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_23,3,138
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_24,3,84
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_25,3,80
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_26,4,104
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_27,3,66
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_28,3,114
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_29,4,93
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_30,4,130
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_31,4,54
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_32,4,82
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_33,3,202
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_34,3,211
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_35,3,135
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_36,3,138
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_37,3,159
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_38,3,78
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_39,3,126
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_40,3,129
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_41,4,112
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_42,3,141
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_43,4,61
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_44,3,258
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_45,3,84
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_46,3,170
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_47,3,91
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_48,4,90
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.5,xsum,xsum_49,3,109
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_50,4,100
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_51,3,82
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3,xsum,xsum_52,3,105
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_53,3,89
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_54,3,189
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_55,4,108
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_56,4,91
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_57,3,70
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_58,4,50
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_59,3,150
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_60,3,51
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_61,3,46
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_62,4,68
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_63,3,147
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_64,3,148
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_65,4,91
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_66,3,158
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_67,4,59
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_68,3,258
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_69,4,116
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_70,3,122
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_71,4,72
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_72,4,40
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_73,3,102
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_74,3,112
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_75,4,146
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_76,4,104
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_77,3,165
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_78,4,69
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_79,3,146
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_80,3,89
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3,xsum,xsum_81,3,51
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_82,3,165
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_83,4,99
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_84,3,125
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3,xsum,xsum_85,3,46
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_86,3,197
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_87,3,108
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_88,4,108
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_89,3,133
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3,xsum,xsum_90,3,84
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.333,xsum,xsum_91,3,133
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_92,4,101
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_93,3,70
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,3.667,xsum,xsum_94,3,95
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_95,3,109
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_96,3,138
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_97,4,111
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_98,4,86
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-70b-instruct-v1:0,4,xsum,xsum_99,3,142
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_0,3,255
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_1,3,168
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_2,3,150
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_3,3,196
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_4,3,118
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_5,3,139
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_6,3,114
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_7,3,177
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_8,3,176
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_9,3,90
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_10,3,178
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_11,3,142
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_12,3,89
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_13,3,112
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_14,3,136
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_15,3,167
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_16,3,252
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_17,4,115
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_18,3,121
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_19,4,144
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_20,3,133
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_21,4,65
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_22,3,253
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_23,4,122
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_24,4,134
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_25,4,144
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_26,3,133
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_27,3,112
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_28,4,151
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_29,3,124
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_30,3,152
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_31,3,227
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_32,3,178
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_33,4,122
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_34,3,234
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_35,4,126
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_36,3,101
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_37,3,156
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_38,3,250
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_39,3,226
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_40,3,172
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_41,3,239
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_42,3,211
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_43,3,165
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_44,3,140
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_45,3,140
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_46,3,74
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_47,4,129
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_48,3,117
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.333,cnn,cnn_49,3,129
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_50,3,127
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_51,3,131
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_52,4,119
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_53,3,195
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_54,3,180
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_55,3,77
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_56,3,220
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_57,3,124
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_58,4,175
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_59,3,136
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_60,3,164
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_61,4,118
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_62,3,92
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_63,3,200
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_64,4,152
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.5,cnn,cnn_65,3,235
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_66,4,141
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_67,4,116
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_68,3,227
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_69,4,143
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_70,3,120
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_71,3,117
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.333,cnn,cnn_72,3,146
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_73,3,160
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_74,4,97
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.333,cnn,cnn_75,3,195
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_76,3,161
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,cnn,cnn_77,3,105
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_78,3,98
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_79,3,225
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_80,3,159
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_81,3,154
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_82,3,145
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_83,3,121
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_84,3,134
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_85,3,131
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_86,3,123
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_87,4,120
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_88,3,79
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_89,4,140
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_90,3,207
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_91,4,101
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_92,3,214
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_93,3,172
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_94,3,195
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_95,3,222
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_96,3,154
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_97,4,151
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_98,3,143
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,cnn,cnn_99,3,83
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,xsum,xsum_0,1,248
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,xsum,xsum_1,3,152
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,xsum,xsum_2,3,159
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,3.667,xsum,xsum_3,3,73
meta.llama3-1-70b-instruct-v1:0,meta.llama3-1-8b-instruct-v1:0,4,xsum,xsum_4,3,60
